文件路径：/home/xuchen/FanMing/file/topicScore/Anzhi/43.txt
文件总数：1307
敏感函数个数:218
函数名,主题使用次数,恶意使用次数,威胁评分
android/app/ActivityManager:restartPackage(java/lang/String;)V,135/1307,107/6154,0.01708690683709863
android/net/ConnectivityManager:getActiveNetworkInfo()android/net/NetworkInfo;,1139/1307,1599/6154,0.015426358019868474
android/location/LocationManager:setTestProviderEnabled(java/lang/String;Z)V,3/1307,36/6154,0.014707793543239023
android/bluetooth/BluetoothAdapter:isEnabled()Z,22/1307,51/6154,0.014540450979803466
android/telephony/TelephonyManager:getVoiceMailNumber()java/lang/String;,2/1307,33/6154,0.0141521113071838
android/hardware/Camera:open()android/hardware/Camera;,126/1307,84/6154,0.013819895482038566
android/app/KeyguardManager$KeyguardLock:disableKeyguard()V,49/1307,56/6154,0.012897158378565718
android/bluetooth/BluetoothAdapter:getScanMode()I,1/1307,26/6154,0.011894115272965657
android/telephony/SmsManager:sendMultipartTextMessage(java/lang/String;java/lang/String;java/util/Arrayist;java/util/Arrayist;java/util/Arrayist;)V,6/1307,31/6154,0.01144077087659326
android/provider/ContactsContract$RawContacts:getContactLookupUri(android/content/ContentResolver;android/net/Uri;)android/net/Uri;,4/1307,28/6154,0.010998465442126537
android/provider/ContactsContract$Contacts:getLookupUri(android/content/ContentResolver;android/net/Uri;)android/net/Uri;,4/1307,27/6154,0.010605663104907731
android/app/KeyguardManager$KeyguardLock:reenableKeyguard()V,23/1307,37/6154,0.010437825933888645
android/bluetooth/BluetoothAdapter:isDiscovering()Z,4/1307,26/6154,0.010212860767688929
android/net/wifi/WifiManager$WifiLock:release()V,158/1307,65/6154,0.009663162189130003
android/bluetooth/BluetoothDevice:createRfcommSocketToServiceRecord(java/util/UUID;)android/bluetooth/BluetoothSocket;,5/1307,25/6154,0.009498392660045908
android/bluetooth/BluetoothSocket:connect()V,5/1307,25/6154,0.009498392660045908
android/bluetooth/BluetoothAdapter:getBondedDevices()java/util/Set;,8/1307,27/6154,0.009485682988269892
android/provider/Contacts$People:createPersonInMyContactsGroup(android/content/ContentResolver;android/content/ContentValues;)android/net/Uri;,2/1307,22/6154,0.009434740871455866
android/bluetooth/BluetoothAdapter:cancelDiscovery()Z,7/1307,26/6154,0.009350475400601825
android/bluetooth/BluetoothDevice:getBondState()I,6/1307,25/6154,0.009226428126284887
android/bluetooth/BluetoothAdapter:startDiscovery()Z,6/1307,25/6154,0.009226428126284887
android/net/wifi/WifiManager$WifiLock:acquire()V,142/1307,59/6154,0.009212777617291756
android/bluetooth/BluetoothAdapter:listenUsingRfcommWithServiceRecord(java/lang/String;java/util/UUID;)android/bluetooth/BluetoothServerSocket;,4/1307,23/6154,0.009034453756032512
android/app/ActivityManager:killBackgroundProcesses(java/lang/String;)V,19/1307,28/6154,0.008259160964196257
android/location/LocationManager:getProvider(java/lang/String;)android/location/ocationProvider;,73/1307,40/6154,0.008105582501459655
android/bluetooth/BluetoothDevice:getName()java/lang/String;,18/1307,27/6154,0.008061926168174896
android/media/RingtoneManager:getRingtone(android/content/Context;android/net/Uri;)android/media/Ringtone;,37/1307,32/6154,0.007989558614046067
android/bluetooth/BluetoothAdapter:enable()Z,10/1307,23/6154,0.007754680980778898
android/bluetooth/BluetoothAdapter:disable()Z,11/1307,23/6154,0.007613449765235155
android/media/AudioManager:setSpeakerphoneOn(Z)V,23/1307,26/6154,0.0073346884940839125
android/net/ConnectivityManager:stopUsingNetworkFeature(Ijava/lang/String;)I,2/1307,17/6154,0.007290481582488624
android/net/wifi/WifiManager:disableNetwork(I)Z,6/1307,19/6154,0.007012085375976514
android/media/AudioManager:setMode(I)V,25/1307,25/6154,0.0069113675642254084
android/net/wifi/WifiManager:reconnect()Z,5/1307,17/6154,0.006458907008831217
android/app/WallpaperManager:setBitmap(android/graphics/Bitmap;)V,66/1307,27/6154,0.005660614428299055
android/net/wifi/WifiManager:getConfiguredNetworks()java/util/ist;,28/1307,21/6154,0.0056437161818838726
android/net/wifi/WifiManager:saveConfiguration()Z,12/1307,17/6154,0.005531304517330683
android/net/ConnectivityManager:requestRouteToHost(II)Z,4/1307,14/6154,0.005499232721063269
android/net/wifi/WifiManager:removeNetwork(I)Z,19/1307,18/6154,0.005309460619840451
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,70/1307,25/6154,0.005139004057773274
android/accounts/AccountManager:removeAccount(android/accounts/Account;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,3/1307,12/6154,0.004902597847746342
android/media/AudioManager:isWiredHeadsetOn()Z,41/1307,20/6154,0.00485221416048958
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,13/1307,15/6154,0.0048021146048967496
android/telephony/gsm/SmsManager:sendDataMessage(java/lang/String;java/lang/String;S[Bandroid/app/PendingIntent;android/app/PendingIntent;)V,2/1307,11/6154,0.004717370435727933
android/os/PowerManager$WakeLock:acquire(J)V,235/1307,38/6154,0.004590155381084926
android/media/Ringtone:play()V,28/1307,16/6154,0.004299974233816285
android/net/wifi/WifiManager:addNetwork(android/net/wifi/WifiConfiguration;)I,52/1307,19/6154,0.00429769168697032
android/accounts/AccountManager:addAccountExplicitly(android/accounts/Account;java/lang/String;android/os/Bundle;)Z,2/1307,10/6154,0.004288518577934485
android/net/wifi/WifiManager:enableNetwork(IZ)Z,54/1307,19/6154,0.004248024872219648
android/net/ConnectivityManager:isActiveNetworkMetered()Z,464/1307,53/6154,0.0038653883065650455
android/accounts/AccountManager:getUserData(android/accounts/Account;java/lang/String;)java/lang/String;,2/1307,9/6154,0.0038596667201410365
android/accounts/AccountManager:addAccount(java/lang/String;java/lang/String;[java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,27/1307,13/6154,0.003525922689486225
android/accounts/AccountManager:invalidateAuthToken(java/lang/String;java/lang/String;)V,73/1307,16/6154,0.0032422330005838626
android/media/RingtoneManager:setActualDefaultRingtoneUri(android/content/Context;Iandroid/net/Uri;)V,245/1307,27/6154,0.0031823517992985795
android/bluetooth/BluetoothAdapter:getState()I,4/1307,8/6154,0.0031424186977504396
android/media/Ringtone:setStreamType(I)V,2/1307,7/6154,0.003001963004554139
android/net/wifi/WifiManager:getDhcpInfo()android/net/DhcpInfo;,28/1307,11/6154,0.0029562322857486956
android/media/Ringtone:stop()V,3/1307,7/6154,0.0028598487445186988
android/bluetooth/BluetoothAdapter:getAddress()java/lang/String;,32/1307,11/6154,0.0028559275470798223
android/telephony/gsm/SmsManager:sendMultipartTextMessage(java/lang/String;java/lang/String;java/util/Arrayist;java/util/Arrayist;java/util/Arrayist;)V,17/1307,9/6154,0.0027216489668987886
android/provider/Settings$System:getUriFor(java/lang/String;)android/net/Uri;,10/1307,8/6154,0.0026972803411404868
android/app/KeyguardManager:exitKeyguardSecurely(android/app/KeyguardManager$OnKeyguardExitResult;)V,4/1307,5/6154,0.0019640116860940244
android/location/LocationManager:getProviders(android/location/Criteria;Z)java/util/ist;,45/1307,8/6154,0.0018895258445225484
