文件路径：/home/xuchen/FanMing/file/topicScore/Anzhi/49.txt
文件总数：2177
敏感函数个数:220
函数名,主题使用次数,恶意使用次数,威胁评分
android/os/Vibrator:vibrate([JI)V,403/2177,281/6154,0.03340023642581533
android/net/ConnectivityManager:getNetworkInfo(I)android/net/NetworkInfo;,1555/2177,1368/6154,0.03242138579427954
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;)org/apache/http/HttpResponse;,175/2177,180/6154,0.031950314758019176
android/app/ActivityManager:getRecentTasks(II)java/util/ist;,22/2177,95/6154,0.030505753385965655
android/location/LocationManager:addGpsStatusListener(android/location/GpsStatus$istener;)Z,689/2177,374/6154,0.030326534372056516
java/net/URL:openStream()java/io/InputStream;,1023/2177,556/6154,0.02959416812725268
android/telephony/TelephonyManager:getDeviceSoftwareVersion()java/lang/String;,47/2177,108/6154,0.02907290489110737
android/location/LocationManager:getProviders(Z)java/util/ist;,152/2177,155/6154,0.02904466765106302
android/net/wifi/WifiManager:setWifiEnabled(Z)Z,277/2177,160/6154,0.023238573496861047
java/net/URL:openConnection()java/net/URConnection;,1957/2177,2946/6154,0.022042696567587138
android/app/ActivityManager:restartPackage(java/lang/String;)V,121/2177,107/6154,0.021759887881897796
android/os/Vibrator:vibrate(J)V,768/2177,279/6154,0.020488958871931435
android/net/wifi/WifiManager$WifiLock:release()V,26/2177,65/6154,0.02013684647665534
android/net/wifi/WifiManager$WifiLock:acquire()V,27/2177,59/6154,0.018126636897015543
android/net/ConnectivityManager:startUsingNetworkFeature(Ijava/lang/String;)I,48/2177,67/6154,0.0179384753629904
android/app/KeyguardManager$KeyguardLock:disableKeyguard()V,23/2177,56/6154,0.017814144051097065
android/accounts/AccountManager:getAccountsByType(java/lang/String;)[android/accounts/Account;,116/2177,86/6154,0.017743230547183006
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/protocol/HttpContext;)org/apache/http/HttpResponse;,232/2177,107/6154,0.01687419050334954
android/accounts/AccountManager:getAccounts()[android/accounts/Account;,128/2177,81/6154,0.01615352067242273
android/location/LocationManager:setTestProviderEnabled(java/lang/String;Z)V,8/2177,36/6154,0.01394380453455699
android/telephony/SmsManager:sendMultipartTextMessage(java/lang/String;java/lang/String;java/util/Arrayist;java/util/Arrayist;java/util/Arrayist;)V,4/2177,31/6154,0.013293068112749001
android/app/KeyguardManager$KeyguardLock:reenableKeyguard()V,16/2177,37/6154,0.012670482902750139
android/net/ConnectivityManager:getActiveNetworkInfo()android/net/NetworkInfo;,1950/2177,1599/6154,0.012368257113239418
android/telephony/TelephonyManager:getVoiceMailNumber()java/lang/String;,12/2177,33/6154,0.011925446462825885
android/bluetooth/BluetoothAdapter:getScanMode()I,3/2177,26/6154,0.011558459437852038
android/hardware/Camera:open()android/hardware/Camera;,359/2177,84/6154,0.010667971721644425
android/media/RingtoneManager:setActualDefaultRingtoneUri(android/content/Context;Iandroid/net/Uri;)V,10/2177,27/6154,0.010075491563996989
android/bluetooth/BluetoothAdapter:isEnabled()Z,142/2177,51/6154,0.009799909322453308
android/net/wifi/WifiManager:reconnect()Z,1/2177,17/6154,0.008389028821483738
android/app/ActivityManager:killBackgroundProcesses(java/lang/String;)V,37/2177,28/6154,0.007999040511517704
android/provider/Contacts$People:createPersonInMyContactsGroup(android/content/ContentResolver;android/content/ContentValues;)android/net/Uri;,12/2177,22/6154,0.007950297641883923
android/media/AudioManager:setSpeakerphoneOn(Z)V,28/2177,26/6154,0.007923622231019759
android/net/wifi/WifiManager:disableNetwork(I)Z,5/2177,19/6154,0.007902898341646338
android/content/Context:setWallpaper(android/graphics/Bitmap;)V,9/2177,20/6154,0.007597849948134853
android/bluetooth/BluetoothAdapter:getBondedDevices()java/util/Set;,44/2177,27/6154,0.00739119917324915
android/net/ConnectivityManager:stopUsingNetworkFeature(Ijava/lang/String;)I,4/2177,17/6154,0.0072897470295720315
android/app/WallpaperManager:setBitmap(android/graphics/Bitmap;)V,56/2177,27/6154,0.006940779408669528
android/media/AudioManager:setMode(I)V,42/2177,25/6154,0.006923911169408141
android/bluetooth/BluetoothAdapter:listenUsingRfcommWithServiceRecord(java/lang/String;java/util/UUID;)android/bluetooth/BluetoothServerSocket;,37/2177,23/6154,0.006570640420175257
android/bluetooth/BluetoothDevice:getName()java/lang/String;,72/2177,27/6154,0.006469363074562437
android/location/LocationManager:getProvider(java/lang/String;)android/location/ocationProvider;,220/2177,40/6154,0.006457368575599504
android/bluetooth/BluetoothAdapter:isDiscovering()Z,64/2177,26/6154,0.006442731862585994
android/bluetooth/BluetoothDevice:getBondState()I,57/2177,25/6154,0.006395963745036388
android/bluetooth/BluetoothDevice:createRfcommSocketToServiceRecord(java/util/UUID;)android/bluetooth/BluetoothSocket;,58/2177,25/6154,0.006365804425572596
android/bluetooth/BluetoothAdapter:disable()Z,43/2177,23/6154,0.006332683183094387
android/bluetooth/BluetoothAdapter:cancelDiscovery()Z,72/2177,26/6154,0.006229757034763829
android/media/RingtoneManager:getRingtone(android/content/Context;android/net/Uri;)android/media/Ringtone;,140/2177,32/6154,0.006180769925957567
android/bluetooth/BluetoothAdapter:startDiscovery()Z,71/2177,25/6154,0.006014486239071441
android/bluetooth/BluetoothSocket:connect()V,71/2177,25/6154,0.006014486239071441
android/bluetooth/BluetoothAdapter:enable()Z,54/2177,23/6154,0.005970491064279747
android/net/wifi/WifiManager:getConfiguredNetworks()java/util/ist;,45/2177,21/6154,0.005716137885042237
android/accounts/AccountManager:removeAccount(android/accounts/Account;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,2/2177,12/6154,0.00557829803247598
android/media/AudioManager:isWiredHeadsetOn()Z,41/2177,20/6154,0.0055723403920805775
android/net/ConnectivityManager:requestRouteToHost(II)Z,8/2177,14/6154,0.005422590652327718
android/net/wifi/WifiManager:removeNetwork(I)Z,38/2177,18/6154,0.005109244198287733
android/net/wifi/WifiManager:saveConfiguration()Z,33/2177,17/6154,0.004989998651930495
android/accounts/AccountManager:addAccountExplicitly(android/accounts/Account;java/lang/String;android/os/Bundle;)Z,2/2177,10/6154,0.004648581693729983
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,174/2177,25/6154,0.004447596605276242
android/accounts/AccountManager:getUserData(android/accounts/Account;java/lang/String;)java/lang/String;,1/2177,9/6154,0.004441250552550215
android/accounts/AccountManager:getPassword(android/accounts/Account;)java/lang/String;,1/2177,9/6154,0.004441250552550215
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,51/2177,15/6154,0.003953172941354311
android/net/wifi/WifiManager:enableNetwork(IZ)Z,118/2177,19/6154,0.003897289224134337
android/net/wifi/WifiManager:addNetwork(android/net/wifi/WifiConfiguration;)I,118/2177,19/6154,0.003897289224134337
android/os/PowerManager$WakeLock:acquire(J)V,552/2177,38/6154,0.003674856242116193
android/accounts/AccountManager:addAccount(java/lang/String;java/lang/String;[java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,64/2177,13/6154,0.003221365931292997
android/bluetooth/BluetoothAdapter:getState()I,7/2177,8/6154,0.0031651198466677295
android/media/Ringtone:play()V,131/2177,16/6154,0.0031648605728573143
android/media/Ringtone:stop()V,4/2177,7/6154,0.003001660541588484
android/accounts/AccountManager:invalidateAuthToken(java/lang/String;java/lang/String;)V,164/2177,16/6154,0.002912900838029738
android/provider/Settings$System:getUriFor(java/lang/String;)android/net/Uri;,13/2177,8/6154,0.0028491782819146656
android/media/Ringtone:setStreamType(I)V,7/2177,7/6154,0.002769479865834263
android/net/wifi/WifiManager:getDhcpInfo()android/net/DhcpInfo;,75/2177,11/6154,0.0026044025356456507
android/net/ConnectivityManager:isActiveNetworkMetered()Z,1164/2177,53/6154,0.0023385152250552485
android/bluetooth/BluetoothAdapter:getAddress()java/lang/String;,121/2177,11/6154,0.0022369978196343527
android/media/AsyncPlayer:play(android/content/Context;android/net/Uri;ZI)V,1/2177,4/6154,0.001973889134466762
android/hardware/Camera:open(I)android/hardware/Camera;,73/2177,8/6154,0.0019091669929283306
android/net/wifi/WifiManager$MulticastLock:acquire()V,4/2177,4/6154,0.0017152345951934194
android/net/wifi/WifiManager$MulticastLock:release()V,4/2177,4/6154,0.0017152345951934194
android/location/LocationManager:getProviders(android/location/Criteria;Z)java/util/ist;,110/2177,8/6154,0.0016802540789787935
android/media/MediaRecorder:setVideoSource(I)V,25/2177,5/6154,0.001562305070742831
android/net/wifi/WifiManager:updateNetwork(android/net/wifi/WifiConfiguration;)I,1/2177,3/6154,0.0014804168508500714
android/location/LocationManager:removeTestProvider(java/lang/String;)V,3/2177,3/6154,0.0013336683966752349
android/media/AudioManager:isBluetoothA2dpOn()Z,20/2177,4/6154,0.0013101326839825643
android/location/LocationManager:setTestProviderStatus(java/lang/String;Iandroid/os/Bundle;J)V,7/2177,3/6154,0.0011869199425003985
android/location/LocationManager:setTestProviderLocation(java/lang/String;android/location/ocation;)V,7/2177,3/6154,0.0011869199425003985
android/app/NotificationManager:notify(java/lang/String;Iandroid/app/Notification;)V,114/2177,5/6154,0.0010376670366326638
android/location/LocationManager:sendExtraCommand(java/lang/String;java/lang/String;android/os/Bundle;)Z,286/2177,7/6154,0.0010009482817922837
android/nfc/tech/NdefFormatable:connect()V,1/2177,2/6154,9.86944567233381E-4
android/nfc/tech/NdefFormatable:format(android/nfc/NdefMessage;)V,1/2177,2/6154,9.86944567233381E-4
android/nfc/tech/Ndef:connect()V,1/2177,2/6154,9.86944567233381E-4
android/nfc/tech/Ndef:writeNdefMessage(android/nfc/NdefMessage;)V,1/2177,2/6154,9.86944567233381E-4
android/app/WallpaperManager:setStream(java/io/InputStream;)V,1/2177,2/6154,9.86944567233381E-4
android/provider/Settings$Secure:getUriFor(java/lang/String;)android/net/Uri;,2/2177,2/6154,9.297163387459968E-4
android/location/LocationManager:clearTestProviderEnabled(java/lang/String;)V,106/2177,4/6154,8.504872611997951E-4
android/location/LocationManager:clearTestProviderStatus(java/lang/String;)V,106/2177,4/6154,8.504872611997951E-4
android/location/LocationManager:addTestProvider(java/lang/String;ZZZZZZZII)V,106/2177,4/6154,8.504872611997951E-4
android/location/LocationManager:clearTestProviderLocation(java/lang/String;)V,106/2177,4/6154,8.504872611997951E-4
android/location/LocationManager:addProximityAlert(DDFJandroid/app/PendingIntent;)V,107/2177,4/6154,8.478613412766621E-4
android/nfc/NfcAdapter:disableForegroundDispatch(android/app/Activity;)V,8/2177,2/6154,7.746558074753883E-4
android/nfc/NfcAdapter:enableForegroundDispatch(android/app/Activity;android/app/PendingIntent;[android/content/IntentFilter;[[java/lang/String;)V,9/2177,2/6154,7.597849948134854E-4
android/accounts/AccountManager:blockingGetAuthToken(android/accounts/Account;java/lang/String;Z)java/lang/String;,46/2177,2/6154,5.413586516429564E-4
android/accounts/AccountManager:addOnAccountsUpdatedListener(android/accounts/OnAccountsUpdateistener;android/os/Handler;Z)V,1/2177,1/6154,4.934722836166905E-4
android/app/WallpaperManager:clear()V,1/2177,1/6154,4.934722836166905E-4
android/provider/Settings$Secure:putInt(android/content/ContentResolver;java/lang/String;I)Z,1/2177,1/6154,4.934722836166905E-4
android/accounts/AccountManager:getAccountsByTypeAndFeatures(java/lang/String;[java/lang/String;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,1/2177,1/6154,4.934722836166905E-4
android/media/AudioManager:setMicrophoneMute(Z)V,3/2177,1/6154,4.4455613222507836E-4
android/net/wifi/WifiManager:reassociate()Z,6/2177,1/6154,4.0506343663094537E-4
android/net/wifi/WifiManager:disconnect()Z,10/2177,1/6154,3.7316635422211076E-4
android/bluetooth/BluetoothAdapter:setName(java/lang/String;)Z,13/2177,1/6154,3.561472852393332E-4
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;Zandroid/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,46/2177,1/6154,2.706793258214782E-4
android/provider/Settings$System:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,634/2177,3/6154,2.6084727189589797E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,153/2177,1/6154,1.8692520445314127E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,154/2177,1/6154,1.8646843205570408E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,155/2177,1/6154,1.860145971216498E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/protocol/HttpContext;)org/apache/http/HttpResponse;,194/2177,1/6154,1.702671136949263E-4
android/provider/Settings$System:putLong(android/content/ContentResolver;java/lang/String;J)Z,93/2177,0/6154,0.0
android/bluetooth/BluetoothDevice:createInsecureRfcommSocketToServiceRecord(java/util/UUID;)android/bluetooth/BluetoothSocket;,40/2177,0/6154,0.0
android/nfc/tech/NfcF:transceive([B)[B,1/2177,0/6154,0.0
android/nfc/NfcAdapter:setNdefPushMessage(android/nfc/NdefMessage;android/app/Activity;[android/app/Activity;)V,1/2177,0/6154,0.0
android/nfc/tech/IsoDep:connect()V,8/2177,0/6154,0.0
android/nfc/NfcAdapter:enableForegroundNdefPush(android/app/Activity;android/nfc/NdefMessage;)V,5/2177,0/6154,0.0
android/net/wifi/WifiManager:pingSupplicant()Z,2/2177,0/6154,0.0
android/nfc/tech/MifareClassic:decrement(II)V,2/2177,0/6154,0.0
android/location/LocationManager:addNmeaListener(android/location/GpsStatus$Nmeaistener;)Z,398/2177,0/6154,0.0
android/bluetooth/BluetoothDevice:getBluetoothClass()android/bluetooth/BluetoothClass;,9/2177,0/6154,0.0
android/nfc/tech/NfcF:connect()V,1/2177,0/6154,0.0
android/speech/SpeechRecognizer:cancel()V,1/2177,0/6154,0.0
java/net/ServerSocket:bind(java/net/SocketAddress;I)V,19/2177,0/6154,0.0
android/nfc/tech/IsoDep:setTimeout(I)V,3/2177,0/6154,0.0
android/content/Context:sendStickyBroadcast(android/content/Intent;)V,29/2177,0/6154,0.0
android/location/LocationManager:requestLocationUpdates(JFandroid/location/Criteria;android/location/ocationistener;android/os/ooper;)V,1/2177,0/6154,0.0
android/provider/Settings$Secure:putLong(android/content/ContentResolver;java/lang/String;J)Z,1/2177,0/6154,0.0
android/bluetooth/BluetoothAdapter:listenUsingInsecureRfcommWithServiceRecord(java/lang/String;java/util/UUID;)android/bluetooth/BluetoothServerSocket;,6/2177,0/6154,0.0
android/widget/VideoView:suspend()V,3/2177,0/6154,0.0
android/nfc/tech/MifareClassic:readBlock(I)[B,3/2177,0/6154,0.0
android/nfc/tech/MifareClassic:writeBlock(I[B)V,2/2177,0/6154,0.0
android/telephony/TelephonyManager:getVoiceMailAlphaTag()java/lang/String;,5/2177,0/6154,0.0
android/inputmethodservice/KeyboardView:onLongPress(android/inputmethodservice/Keyboard$Key;)Z,9/2177,0/6154,0.0
android/bluetooth/BluetoothAdapter:getName()java/lang/String;,6/2177,0/6154,0.0
android/app/ActivityManager:getRunningTasks(IIandroid/app/IThumbnailReceiver;)java/util/ist;,1/2177,0/6154,0.0
android/view/View:startDrag(android/content/ClipData;android/view/View$DragShadowBuilder;java/lang/Object;I)Z,2/2177,0/6154,0.0
android/nfc/NfcAdapter:disableForegroundNdefPush(android/app/Activity;)V,5/2177,0/6154,0.0
android/content/Context:removeStickyBroadcast(android/content/Intent;)V,1/2177,0/6154,0.0
android/nfc/tech/MifareClassic:authenticateSectorWithKeyA(I[B)Z,3/2177,0/6154,0.0
android/app/ActivityManager:moveTaskToFront(II)V,2/2177,0/6154,0.0
android/media/RingtoneManager:getRingtone(I)android/media/Ringtone;,3/2177,0/6154,0.0
android/speech/SpeechRecognizer:startListening(android/content/Intent;)V,1/2177,0/6154,0.0
android/bluetooth/BluetoothDevice:getUuids()[android/os/ParcelUuid;,2/2177,0/6154,0.0
android/accounts/AccountManager:setPassword(android/accounts/Account;java/lang/String;)V,1/2177,0/6154,0.0
android/widget/VideoView:resume()V,4/2177,0/6154,0.0
android/nfc/tech/MifareClassic:close()V,3/2177,0/6154,0.0
android/accounts/AccountManager:updateCredentials(android/accounts/Account;java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,36/2177,0/6154,0.0
android/nfc/tech/IsoDep:transceive([B)[B,8/2177,0/6154,0.0
android/media/AudioManager:setBluetoothScoOn(Z)V,128/2177,0/6154,0.0
android/speech/SpeechRecognizer:setRecognitionListener(android/speech/Recognitionistener;)V,1/2177,0/6154,0.0
android/media/AudioManager:startBluetoothSco()V,129/2177,0/6154,0.0
android/provider/Settings$Secure:setLocationProviderEnabled(android/content/ContentResolver;java/lang/String;Z)V,1/2177,0/6154,0.0
android/media/AudioManager:stopBluetoothSco()V,129/2177,0/6154,0.0
android/nfc/tech/NfcF:close()V,1/2177,0/6154,0.0
android/bluetooth/BluetoothAdapter:getProfileConnectionState(I)I,1/2177,0/6154,0.0
android/widget/VideoView:onKeyDown(Iandroid/view/KeyEvent;)Z,2/2177,0/6154,0.0
android/nfc/tech/MifareClassic:connect()V,3/2177,0/6154,0.0
android/speech/SpeechRecognizer:stopListening()V,1/2177,0/6154,0.0
android/inputmethodservice/KeyboardView:setKeyboard(android/inputmethodservice/Keyboard;)V,64/2177,0/6154,0.0
android/provider/Settings$System:putFloat(android/content/ContentResolver;java/lang/String;F)Z,27/2177,0/6154,0.0
android/nfc/NfcAdapter:setNdefPushMessageCallback(android/nfc/NfcAdapter$CreateNdefMessageCallback;android/app/Activity;[android/app/Activity;)V,2/2177,0/6154,0.0
android/accounts/AccountManager:peekAuthToken(android/accounts/Account;java/lang/String;)java/lang/String;,1/2177,0/6154,0.0
android/nfc/tech/IsoDep:close()V,6/2177,0/6154,0.0
android/app/DownloadManager:getUriForDownloadedFile(J)android/net/Uri;,2/2177,0/6154,0.0
android/media/RingtoneManager:stopPreviousRingtone()V,1/2177,0/6154,0.0
android/nfc/NfcAdapter:setOnNdefPushCompleteCallback(android/nfc/NfcAdapter$OnNdefPushCompleteCallback;android/app/Activity;[android/app/Activity;)V,2/2177,0/6154,0.0
android/accounts/AccountManager:setAuthToken(android/accounts/Account;java/lang/String;java/lang/String;)V,1/2177,0/6154,0.0
android/nfc/tech/MifareClassic:authenticateSectorWithKeyB(I[B)Z,2/2177,0/6154,0.0
android/webkit/WebViewFragment:onCreateView(android/view/ayoutInflater;android/view/ViewGroup;android/os/Bundle;)android/view/View;,1/2177,0/6154,0.0
