文件路径：/home/xuchen/FanMing/file/topicScore/Google/Productivity.txt
文件总数：569
敏感函数个数:216
函数名,主题使用次数,恶意使用次数,威胁评分
android/accounts/AccountManager:getAccounts()[android/accounts/Account;,40/569,81/6154,0.0150355218043065
android/net/wifi/WifiManager$WifiLock:release()V,26/569,65/6154,0.013981744011268353
android/hardware/Camera:open()android/hardware/Camera;,62/569,84/6154,0.013045957787306649
android/net/wifi/WifiManager$WifiLock:acquire()V,26/569,59/6154,0.012691121487151276
android/app/KeyguardManager$KeyguardLock:disableKeyguard()V,23/569,56/6154,0.01251128654245597
android/accounts/AccountManager:getAccountsByType(java/lang/String;)[android/accounts/Account;,83/569,86/6154,0.011610600635140446
android/telephony/TelephonyManager:getVoiceMailNumber()java/lang/String;,3/569,33/6154,0.011545454188692654
android/bluetooth/BluetoothAdapter:isEnabled()Z,30/569,51/6154,0.010473071043321534
android/location/LocationManager:getProvider(java/lang/String;)android/location/ocationProvider;,16/569,40/6154,0.009910063991009407
android/content/Context:setWallpaper(java/io/InputStream;)V,1/569,22/6154,0.008773124789743904
android/app/KeyguardManager$KeyguardLock:reenableKeyguard()V,19/569,37/6154,0.008742451091493391
android/media/RingtoneManager:setActualDefaultRingtoneUri(android/content/Context;Iandroid/net/Uri;)V,5/569,27/6154,0.008673699615259756
android/os/PowerManager$WakeLock:acquire(J)V,23/569,38/6154,0.008489801582380838
android/bluetooth/BluetoothAdapter:getScanMode()I,6/569,26/6154,0.008069608366249785
android/telephony/SmsManager:sendMultipartTextMessage(java/lang/String;java/lang/String;java/util/Arrayist;java/util/Arrayist;java/util/Arrayist;)V,14/569,31/6154,0.00795411947148539
android/media/AudioManager:setMode(I)V,6/569,25/6154,0.007759238813701716
android/media/AudioManager:setSpeakerphoneOn(Z)V,8/569,26/6154,0.007608484511025253
android/app/WallpaperManager:setBitmap(android/graphics/Bitmap;)V,10/569,27/6154,0.007518756693759318
android/bluetooth/BluetoothDevice:getBondState()I,8/569,25/6154,0.007315850491370435
android/bluetooth/BluetoothAdapter:isDiscovering()Z,10/569,26/6154,0.007240284223620086
android/net/wifi/WifiManager:disableNetwork(I)Z,2/569,19/6154,0.007033121420512312
android/media/AudioManager:isWiredHeadsetOn()Z,3/569,20/6154,0.0069972449628440325
android/provider/ContactsContract$RawContacts:getContactLookupUri(android/content/ContentResolver;android/net/Uri;)android/net/Uri;,16/569,28/6154,0.006937044793706585
android/provider/ContactsContract$Contacts:getLookupUri(android/content/ContentResolver;android/net/Uri;)android/net/Uri;,14/569,27/6154,0.006927781475164694
android/bluetooth/BluetoothAdapter:listenUsingRfcommWithServiceRecord(java/lang/String;java/util/UUID;)android/bluetooth/BluetoothServerSocket;,8/569,23/6154,0.0067305824520608
android/bluetooth/BluetoothAdapter:getBondedDevices()java/util/Set;,17/569,27/6154,0.006580382443106541
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,13/569,25/6154,0.006536335028911412
android/bluetooth/BluetoothAdapter:startDiscovery()Z,13/569,25/6154,0.006536335028911412
android/media/RingtoneManager:getRingtone(android/content/Context;android/net/Uri;)android/media/Ringtone;,31/569,32/6154,0.006499641406955686
android/bluetooth/BluetoothDevice:createRfcommSocketToServiceRecord(java/util/UUID;)android/bluetooth/BluetoothSocket;,14/569,25/6154,0.006414612477004347
android/bluetooth/BluetoothSocket:connect()V,14/569,25/6154,0.006414612477004347
android/bluetooth/BluetoothDevice:getName()java/lang/String;,19/569,27/6154,0.006379626472170852
android/bluetooth/BluetoothAdapter:cancelDiscovery()Z,17/569,26/6154,0.006336664574843337
android/net/wifi/WifiManager:removeNetwork(I)Z,3/569,18/6154,0.0062975204665596295
android/app/ActivityManager:killBackgroundProcesses(java/lang/String;)V,23/569,28/6154,0.006255643271227985
android/provider/Contacts$People:createPersonInMyContactsGroup(android/content/ContentResolver;android/content/ContentValues;)android/net/Uri;,13/569,22/6154,0.005751974825442043
android/net/wifi/WifiManager:enableNetwork(IZ)Z,7/569,19/6154,0.0057179758382612
android/net/ConnectivityManager:stopUsingNetworkFeature(Ijava/lang/String;)I,4/569,17/6154,0.005679951000163127
android/net/wifi/WifiManager:getConfiguredNetworks()java/util/ist;,12/569,21/6154,0.005600348910603335
