文件路径：/home/xuchen/FanMing/file/topicScore/Google/Photography.txt
文件总数：491
敏感函数个数:132
函数名,主题使用次数,恶意使用次数,威胁评分
android/provider/Settings$System:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,1/491,3/6154,0.0011651209764993438
android/content/ContentResolver:getSyncAutomatically(android/accounts/Account;java/lang/String;)Z,1/491,2/6154,7.767473176662293E-4
android/content/ContentResolver:setSyncAutomatically(android/accounts/Account;java/lang/String;Z)V,1/491,2/6154,7.767473176662293E-4
android/content/ContentResolver:setIsSyncable(android/accounts/Account;java/lang/String;I)V,2/491,2/6154,7.19519089178845E-4
android/app/WallpaperManager:setStream(java/io/InputStream;)V,2/491,2/6154,7.19519089178845E-4
android/accounts/AccountManager:blockingGetAuthToken(android/accounts/Account;java/lang/String;Z)java/lang/String;,3/491,2/6154,6.78915014883005E-4
android/app/WallpaperManager:clear()V,1/491,1/6154,3.8837365883311465E-4
android/content/ContentResolver:getIsSyncable(android/accounts/Account;java/lang/String;)I,1/491,1/6154,3.8837365883311465E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,1/491,1/6154,3.8837365883311465E-4
android/accounts/AccountManager:getAccountsByTypeAndFeatures(java/lang/String;[java/lang/String;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,1/491,1/6154,3.8837365883311465E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,1/491,1/6154,3.8837365883311465E-4
android/speech/SpeechRecognizer:startListening(android/content/Intent;)V,1/491,0/6154,0.0
android/accounts/AccountManager:setUserData(android/accounts/Account;java/lang/String;java/lang/String;)V,1/491,0/6154,0.0
android/accounts/AccountManager:setPassword(android/accounts/Account;java/lang/String;)V,1/491,0/6154,0.0
android/widget/VideoView:resume()V,3/491,0/6154,0.0
android/media/AudioManager:setBluetoothScoOn(Z)V,1/491,0/6154,0.0
android/speech/SpeechRecognizer:setRecognitionListener(android/speech/Recognitionistener;)V,1/491,0/6154,0.0
android/media/AudioManager:startBluetoothSco()V,1/491,0/6154,0.0
android/speech/SpeechRecognizer:cancel()V,1/491,0/6154,0.0
android/media/AudioManager:setParameters(java/lang/String;)V,1/491,0/6154,0.0
android/widget/VideoView:suspend()V,3/491,0/6154,0.0
android/accounts/AccountManager:peekAuthToken(android/accounts/Account;java/lang/String;)java/lang/String;,1/491,0/6154,0.0
android/accounts/AccountManager:setAuthToken(android/accounts/Account;java/lang/String;java/lang/String;)V,1/491,0/6154,0.0
