文件路径：/home/xuchen/FanMing/file/topicScore/Google/Shopping.txt
文件总数：377
敏感函数个数:148
函数名,主题使用次数,恶意使用次数,威胁评分
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,3/377,1/6154,3.2081270050013497E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,3/377,1/6154,3.2081270050013497E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,7/377,1/6154,2.718965491085228E-4
android/net/wifi/WifiManager:reassociate()Z,16/377,1/6154,2.187020521331685E-4
android/net/wifi/WifiManager:disconnect()Z,17/377,1/6154,2.1466832062113858E-4
android/location/LocationManager:requestSingleUpdate(android/location/Criteria;android/app/PendingIntent;)V,1/377,0/6154,0.0
android/provider/Contacts$People:addToGroup(android/content/ContentResolver;Jjava/lang/String;)android/net/Uri;,1/377,0/6154,0.0
android/accounts/AccountManager:setPassword(android/accounts/Account;java/lang/String;)V,2/377,0/6154,0.0
android/location/LocationManager:requestLocationUpdates(JFandroid/location/Criteria;android/app/PendingIntent;)V,1/377,0/6154,0.0
android/net/ConnectivityManager:setNetworkPreference(I)V,1/377,0/6154,0.0
