文件路径：/home/xuchen/FanMing/file/topicScore/Google/Lifestyle.txt
文件总数：789
敏感函数个数:166
函数名,主题使用次数,恶意使用次数,威胁评分
android/media/MediaPlayer:setWakeMode(android/content/Context;I)V,7/789,5/6154,0.001620073948827979
android/media/AudioManager:isBluetoothA2dpOn()Z,2/789,4/6154,0.0015729319132205123
android/media/AsyncPlayer:play(android/content/Context;android/net/Uri;ZI)V,2/789,4/6154,0.0015729319132205123
android/location/LocationManager:clearTestProviderStatus(java/lang/String;)V,3/789,4/6154,0.0014917237646288322
android/location/LocationManager:clearTestProviderEnabled(java/lang/String;)V,4/789,4/6154,0.001428733830921938
android/location/LocationManager:clearTestProviderLocation(java/lang/String;)V,4/789,4/6154,0.001428733830921938
android/location/LocationManager:addProximityAlert(DDFJandroid/app/PendingIntent;)V,5/789,4/6154,0.0013772673076540636
android/location/LocationManager:addTestProvider(java/lang/String;ZZZZZZZII)V,6/789,4/6154,0.0013337529822522998
android/location/LocationManager:setTestProviderStatus(java/lang/String;Iandroid/os/Bundle;J)V,1/789,3/6154,0.0012655412776464603
android/location/LocationManager:removeTestProvider(java/lang/String;)V,2/789,3/6154,0.0011796989349153841
android/location/LocationManager:setTestProviderLocation(java/lang/String;android/location/ocation;)V,3/789,3/6154,0.001118792823471624
android/provider/Settings$System:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,10/789,3/6154,9.046234894627211E-4
android/provider/Browser:clearSearches(android/content/ContentResolver;)V,1/789,2/6154,8.436941850976403E-4
android/provider/Contacts$People:addToMyContactsGroup(android/content/ContentResolver;J)android/net/Uri;,3/789,2/6154,7.458618823144161E-4
android/content/ContentResolver:setSyncAutomatically(android/accounts/Account;java/lang/String;Z)V,4/789,2/6154,7.14366915460969E-4
android/accounts/AccountManager:blockingGetAuthToken(android/accounts/Account;java/lang/String;Z)java/lang/String;,6/789,2/6154,6.668764911261499E-4
android/provider/Contacts$People:queryGroups(android/content/ContentResolver;J)android/database/Cursor;,1/789,1/6154,4.2184709254882016E-4
android/accounts/AccountManager:getAccountsByTypeAndFeatures(java/lang/String;[java/lang/String;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,1/789,1/6154,4.2184709254882016E-4
